0,1,2,3,4,5,6,7,8,9,10,sub,ses,hemi,A,B
10328,7724,15108,2944,7384,4780,71.495,61.885,0.7052,1.2681,1.1718,S038,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3894,146,3894,146,3748,0,96.2506,0.0,0.1125,0.1969,0.0436,S038,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9667,3410,10495,2582,7085,828,73.2906,24.2815,0.5525,1.0127,0.7978,S038,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5308,128,5308,128,5180,0,97.5885,0.0,0.1418,0.15,0.0208,S038,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10033,7899,14933,2999,7034,4900,70.1086,62.0332,0.6277,1.3242,1.1285,S038,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3894,146,3894,146,3748,0,96.2506,0.0,0.1125,0.1969,0.0436,S038,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9976,4206,11390,2792,7184,1414,72.0128,33.6186,0.6526,1.0174,0.7986,S038,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5308,128,5308,128,5180,0,97.5885,0.0,0.1418,0.15,0.0208,S038,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10572,9140,17540,2172,8400,6968,79.4552,76.2363,0.9958,1.43,1.4899,S037,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
4008,198,4008,198,3810,0,95.0599,0.0,0.0991,0.267,0.0433,S037,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10672,8710,15577,3805,6867,4905,64.3459,56.3146,0.6014,1.165,1.091,S037,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5723,130,5723,130,5593,0,97.7285,0.0,0.1921,0.1202,0.0199,S037,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10852,8895,17955,1792,9060,7103,83.4869,79.8539,0.9573,1.5055,1.5074,S037,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
4008,198,4008,198,3810,0,95.0599,0.0,0.0991,0.267,0.0433,S037,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
12005,6614,14610,4009,7996,2605,66.6056,39.3862,0.6306,1.1349,1.1975,S037,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5723,130,5723,130,5593,0,97.7285,0.0,0.1921,0.1202,0.0199,S037,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11537,6560,14339,3758,7779,2802,67.4265,42.7134,0.7071,1.215,0.8293,S036,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3781,145,3781,145,3636,0,96.165,0.0,0.1469,0.1062,0.0585,S036,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
14348,3207,14725,2830,11518,377,80.276,11.7555,0.6909,0.9035,1.5361,S036,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5583,165,5583,165,5418,0,97.0446,0.0,0.1231,0.1491,0.0865,S036,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12447,6364,14877,3934,8513,2430,68.394,38.1835,0.7049,1.204,0.9323,S036,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3781,145,3781,145,3636,0,96.165,0.0,0.1469,0.1062,0.0585,S036,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10888,1719,11192,1415,9473,304,87.004,17.6847,0.6328,0.9236,1.5926,S036,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5583,165,5583,165,5418,0,97.0446,0.0,0.1231,0.1491,0.0865,S036,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
16012,11053,20789,6276,9736,4777,60.8044,43.219,0.9243,0.9931,1.1399,S035,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3951,186,3951,186,3765,0,95.2923,0.0,0.1387,0.1991,0.0479,S035,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
13749,6664,15331,5082,8667,1582,63.0373,23.7395,0.8246,1.3358,0.8444,S035,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
7016,148,7016,148,6868,0,97.8905,0.0,0.1508,0.1022,0.0213,S035,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
14956,11870,20541,6285,8671,5585,57.9767,47.0514,0.9897,1.0787,1.209,S035,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3951,186,3951,186,3765,0,95.2923,0.0,0.1387,0.1991,0.0479,S035,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
13187,3658,13756,3089,10098,569,76.5754,15.5549,0.7301,1.0038,1.2332,S035,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
7016,148,7016,148,6868,0,97.8905,0.0,0.1508,0.1022,0.0213,S035,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12822,7507,15209,5120,7702,2387,60.0686,31.797,0.7648,1.2758,0.8566,S034,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3307,155,3307,155,3152,0,95.313,0.0,0.1627,0.0693,0.0596,S034,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9530,3928,11589,1869,7661,2059,80.3882,52.4185,0.5742,1.3764,1.0498,S034,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5694,119,5694,119,5575,0,97.9101,0.0,0.0492,0.1124,0.0316,S034,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
13195,6854,15319,4730,8465,2124,64.1531,30.9892,0.8208,1.3436,0.8275,S034,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3307,155,3307,155,3152,0,95.313,0.0,0.1627,0.0693,0.0596,S034,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8897,3311,10278,1930,6967,1381,78.3073,41.7095,0.57,1.3831,0.9571,S034,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5694,119,5694,119,5575,0,97.9101,0.0,0.0492,0.1124,0.0316,S034,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8621,5130,10490,3261,5360,1869,62.1738,36.4328,0.7524,1.078,1.1608,S033,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3340,134,3340,134,3206,0,95.988,0.0,0.2773,0.1779,0.0244,S033,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8321,6008,10985,3344,4977,2664,59.8125,44.3409,0.8307,1.0479,1.2732,S033,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5443,186,5443,186,5257,0,96.5828,0.0,0.3776,0.3515,0.0184,S033,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8969,5608,10160,4417,4552,1191,50.7526,21.2375,0.7235,0.9725,0.9343,S033,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3340,134,3340,134,3206,0,95.988,0.0,0.2773,0.1779,0.0244,S033,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8138,4966,9031,4073,4065,893,49.9508,17.9823,0.7898,0.9811,1.5551,S033,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5443,186,5443,186,5257,0,96.5828,0.0,0.3776,0.3515,0.0184,S033,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
9504,8000,11283,6221,3283,1779,34.5434,22.2375,0.7997,1.0863,1.57,S032,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3420,158,3420,158,3262,0,95.3801,0.0,0.6416,0.1635,0.0073,S032,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10925,2879,13505,299,10626,2580,97.2632,89.6144,0.3767,1.3267,0.8235,S032,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5737,150,5737,150,5587,0,97.3854,0.0,0.0418,0.161,0.0507,S032,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
9423,9074,13859,4638,4785,4436,50.78,48.8869,0.7976,1.1728,1.434,S032,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3420,158,3420,158,3262,0,95.3801,0.0,0.6416,0.1635,0.0073,S032,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10523,3296,11459,2360,8163,936,77.5729,28.3981,0.5272,1.0803,1.0723,S032,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5737,150,5737,150,5587,0,97.3854,0.0,0.0418,0.161,0.0507,S032,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12904,6257,15086,4075,8829,2182,68.4206,34.8729,1.0941,1.3761,0.9676,S031,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3295,156,3295,156,3139,0,95.2656,0.0,0.432,0.1017,0.0266,S031,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
5980,2237,8183,34,5946,2203,99.4314,98.4801,0.5177,0.8851,0.5954,S031,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4650,112,4650,112,4538,0,97.5914,0.0,0.0329,0.1048,0.0371,S031,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12785,6495,14340,4940,7845,1555,61.361,23.9415,1.0178,1.294,0.9363,S031,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3295,156,3295,156,3139,0,95.2656,0.0,0.432,0.1017,0.0266,S031,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
5742,2285,7952,75,5667,2210,98.6938,96.7177,0.3803,0.8342,0.5843,S031,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4650,112,4650,112,4538,0,97.5914,0.0,0.0329,0.1048,0.0371,S031,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
6403,3588,9756,235,6168,3353,96.3298,93.4504,0.5481,0.9881,0.7825,TOT7729F,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2654,107,2654,107,2547,0,95.9683,0.0,0.0584,0.2998,0.0355,TOT7729F,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
7544,1941,9124,361,7183,1580,95.2147,81.4013,0.2764,0.8524,1.3885,TOT7729F,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4191,109,4191,109,4082,0,97.3992,0.0,0.0965,0.0346,0.0509,TOT7729F,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7191,6159,11733,1617,5574,4542,77.5136,73.7457,0.6008,1.2112,1.6835,TOT7729F,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2654,107,2654,107,2547,0,95.9683,0.0,0.0584,0.2998,0.0355,TOT7729F,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
7658,2715,8671,1702,5956,1013,77.7749,37.3112,0.4576,1.0879,1.2785,TOT7729F,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4191,109,4191,109,4082,0,97.3992,0.0,0.0965,0.0346,0.0509,TOT7729F,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7630,5036,8639,4027,3603,1009,47.2215,20.0357,0.7484,0.9985,1.3263,S029,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3226,135,3226,135,3091,0,95.8153,0.0,0.1079,0.1835,0.0219,S029,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10872,8154,12336,6690,4182,1464,38.4658,17.9544,0.6875,0.8837,0.9021,S029,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5062,129,5062,129,4933,0,97.4516,0.0,0.1592,0.1133,0.0286,S029,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
8364,7501,10345,5520,2844,1981,34.0029,26.4098,0.6702,0.946,1.147,S029,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3226,135,3226,135,3091,0,95.8153,0.0,0.1079,0.1835,0.0219,S029,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10149,6735,11458,5426,4723,1309,46.5366,19.4358,0.6813,0.9105,0.9717,S029,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5062,129,5062,129,4933,0,97.4516,0.0,0.1592,0.1133,0.0286,S029,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
9978,9070,14321,4727,5251,4343,52.6258,47.8831,0.6581,1.1033,1.049,S028,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2955,99,2955,99,2856,0,96.6497,0.0,0.0682,0.0727,0.046,S028,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9353,4240,10801,2792,6561,1448,70.1486,34.1509,0.6278,1.1847,0.6826,S028,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5145,122,5145,122,5023,0,97.6288,0.0,0.0457,0.1925,0.0362,S028,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10316,5415,11178,4553,5763,862,55.8647,15.9187,0.6216,0.9523,0.7262,S028,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2955,99,2955,99,2856,0,96.6497,0.0,0.0682,0.0727,0.046,S028,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11459,3805,12892,2372,9087,1433,79.3001,37.661,0.7281,1.4016,0.7677,S028,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
5145,122,5145,122,5023,0,97.6288,0.0,0.0457,0.1925,0.0362,S028,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10850,7665,14612,3903,6947,3762,64.0276,49.0802,1.3404,1.1782,1.1293,S027,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2724,144,2724,144,2580,0,94.7137,0.0,0.1959,0.1257,0.0618,S027,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
11623,4414,13177,2860,8763,1554,75.3936,35.2062,0.7281,1.0215,1.0677,S027,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4976,132,4976,132,4844,0,97.3473,0.0,0.1704,0.0713,0.0479,S027,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12489,7163,14019,5633,6856,1530,54.8963,21.3598,1.2247,1.119,1.0565,S027,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2724,144,2724,144,2580,0,94.7137,0.0,0.1959,0.1257,0.0618,S027,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9276,4152,11948,1480,7796,2672,84.0449,64.3545,0.842,1.025,1.0319,S027,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4976,132,4976,132,4844,0,97.3473,0.0,0.1704,0.0713,0.0479,S027,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
4761,1491,5109,1143,3618,348,75.9924,23.34,0.739,0.8054,1.1238,S025,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2410,110,2410,110,2300,0,95.4357,0.0,0.1448,0.1392,0.0377,S025,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
3656,1689,4932,413,3243,1276,88.7035,75.5477,0.9296,0.8648,1.3702,S025,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
3550,61,3550,61,3489,0,98.2817,0.0,0.025,0.1003,0.0288,S025,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
4751,2861,6623,989,3762,1872,79.1833,65.4317,0.5689,0.7407,1.1842,S025,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2410,110,2410,110,2300,0,95.4357,0.0,0.1448,0.1392,0.0377,S025,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
3471,3310,6292,489,2982,2821,85.9118,85.2266,0.7244,0.8933,1.0823,S025,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
3550,61,3550,61,3489,0,98.2817,0.0,0.025,0.1003,0.0288,S025,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
12448,4180,15197,1431,11017,2749,88.5042,65.7655,0.4525,1.0479,0.9031,S024,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2947,123,2947,123,2824,0,95.8263,0.0,0.0655,0.0963,0.0578,S024,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9568,1561,10734,395,9173,1166,95.8717,74.6957,0.7541,1.3047,1.5416,S024,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4630,133,4630,133,4497,0,97.1274,0.0,0.1685,0.1138,0.0428,S024,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
11545,3833,13035,2343,9202,1490,79.7055,38.8729,0.6646,1.1058,0.9213,S024,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2947,123,2947,123,2824,0,95.8263,0.0,0.0655,0.0963,0.0578,S024,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9565,2645,10714,1496,8069,1149,84.3596,43.4405,0.766,1.2734,1.2908,S024,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4630,133,4630,133,4497,0,97.1274,0.0,0.1685,0.1138,0.0428,S024,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10339,5668,11074,4933,5406,735,52.2875,12.9675,0.6227,0.8998,0.5555,S023,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2445,106,2445,106,2339,0,95.6646,0.0,0.135,0.1023,0.046,S023,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9994,4320,10235,4079,5915,241,59.1855,5.5787,0.7518,0.8401,0.4994,S023,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4002,116,4002,116,3886,0,97.1014,0.0,0.1492,0.1109,0.0271,S023,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
10603,5348,11247,4704,5899,644,55.6352,12.0419,0.6254,0.9302,0.5654,S023,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
2445,106,2445,106,2339,0,95.6646,0.0,0.135,0.1023,0.046,S023,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9755,4369,10068,4056,5699,313,58.4213,7.1641,0.8346,0.9197,0.5285,S023,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4002,116,4002,116,3886,0,97.1014,0.0,0.1492,0.1109,0.0271,S023,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
5993,3586,9229,350,5643,3236,94.1599,90.2398,1.3666,1.0562,1.2892,S022,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3108,146,3108,146,2962,0,95.3024,0.0,0.2076,0.1678,0.0561,S022,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
9726,1408,10611,523,9203,885,94.6227,62.8551,0.6136,1.1633,0.8757,S022,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4712,128,4712,128,4584,0,97.2835,0.0,0.0912,0.0868,0.065,S022,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7891,4897,11689,1099,6792,3798,86.0727,77.5577,1.0601,1.332,0.9231,S022,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3108,146,3108,146,2962,0,95.3024,0.0,0.2076,0.1678,0.0561,S022,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
10745,2245,12165,825,9920,1420,92.322,63.2517,0.7885,1.2325,1.1122,S022,02,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4712,128,4712,128,4584,0,97.2835,0.0,0.0912,0.0868,0.065,S022,02,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7727,5366,10199,2894,4833,2472,62.5469,46.0678,0.6274,1.1348,1.1469,S021,01,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3341,154,3341,154,3187,0,95.3906,0.0,0.7837,0.1265,0.0165,S021,01,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
8312,3237,10587,962,7350,2275,88.4264,70.2811,1.76,1.168,1.257,S021,01,R,RAF_fs_LOTS_clean_fa_bin.nii.gz,RAF_fs_mOTS_clean_fa_bin.nii.gz
4582,99,4582,99,4483,0,97.8394,0.0,0.0902,0.0543,0.0506,S021,01,R,rh.LOTS_dil-1.nii.gz,rh.mOTS_dil-1.nii.gz
7860,5624,10245,3239,4621,2385,58.7914,42.4075,0.5746,1.1016,1.157,S021,02,L,LAF_fs_LOTS_clean_fa_bin.nii.gz,LAF_fs_mOTS_clean_fa_bin.nii.gz
3341,154,3341,154,3187,0,95.3906,0.0,0.7837,0.1265,0.0165,S021,02,L,lh.LOTS_dil-1.nii.gz,lh.mOTS_dil-1.nii.gz
